
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
93.750% <= 1.607 milliseconds (cumulative count 937532)
96.875% <= 2.055 milliseconds (cumulative count 968865)
98.438% <= 2.583 milliseconds (cumulative count 984489)
99.219% <= 3.199 milliseconds (cumulative count 992192)
99.609% <= 3.911 milliseconds (cumulative count 996110)
99.805% <= 4.703 milliseconds (cumulative count 998047)
99.902% <= 5.463 milliseconds (cumulative count 999024)
99.951% <= 6.367 milliseconds (cumulative count 999512)
99.976% <= 7.135 milliseconds (cumulative count 999756)
99.988% <= 7.519 milliseconds (cumulative count 999878)
99.994% <= 8.343 milliseconds (cumulative count 999939)
99.997% <= 9.903 milliseconds (cumulative count 999973)
99.998% <= 10.031 milliseconds (cumulative count 999985)
99.999% <= 10.223 milliseconds (cumulative count 999993)
100.000% <= 11.167 milliseconds (cumulative count 999997)
100.000% <= 11.647 milliseconds (cumulative count 999999)
100.000% <= 13.471 milliseconds (cumulative count 1000000)
100.000% <= 13.471 milliseconds (cumulative count 1000000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 0)
0.001% <= 0.207 milliseconds (cumulative count 5)
0.002% <= 0.303 milliseconds (cumulative count 16)
0.003% <= 0.407 milliseconds (cumulative count 34)
0.063% <= 0.503 milliseconds (cumulative count 631)
0.744% <= 0.607 milliseconds (cumulative count 7440)
13.917% <= 0.703 milliseconds (cumulative count 139166)
52.293% <= 0.807 milliseconds (cumulative count 522927)
68.311% <= 0.903 milliseconds (cumulative count 683110)
76.805% <= 1.007 milliseconds (cumulative count 768045)
81.714% <= 1.103 milliseconds (cumulative count 817137)
85.685% <= 1.207 milliseconds (cumulative count 856853)
88.511% <= 1.303 milliseconds (cumulative count 885111)
90.870% <= 1.407 milliseconds (cumulative count 908700)
92.506% <= 1.503 milliseconds (cumulative count 925060)
93.753% <= 1.607 milliseconds (cumulative count 937532)
94.675% <= 1.703 milliseconds (cumulative count 946750)
95.453% <= 1.807 milliseconds (cumulative count 954534)
96.072% <= 1.903 milliseconds (cumulative count 960723)
96.647% <= 2.007 milliseconds (cumulative count 966470)
97.087% <= 2.103 milliseconds (cumulative count 970870)
99.140% <= 3.103 milliseconds (cumulative count 991401)
99.668% <= 4.103 milliseconds (cumulative count 996677)
99.856% <= 5.103 milliseconds (cumulative count 998565)
99.937% <= 6.103 milliseconds (cumulative count 999366)
99.975% <= 7.103 milliseconds (cumulative count 999749)
99.994% <= 8.103 milliseconds (cumulative count 999937)
99.995% <= 9.103 milliseconds (cumulative count 999946)
99.999% <= 10.103 milliseconds (cumulative count 999985)
99.999% <= 11.103 milliseconds (cumulative count 999995)
100.000% <= 12.103 milliseconds (cumulative count 999999)
100.000% <= 14.103 milliseconds (cumulative count 1000000)

Summary:
  throughput summary: 63103.43 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
        0.954     0.152     0.799     1.743     2.959    13.471
 
GET: rps=35296.0 (overall: 180081.6) avg_msec=0.286 (overall: 0.286)
                                                                     
GET: rps=171400.0 (overall: 172822.8) avg_msec=0.301 (overall: 0.299)
                                                                      
GET: rps=170653.4 (overall: 171832.7) avg_msec=0.301 (overall: 0.300)
                                                                      
GET: rps=171204.0 (overall: 171636.2) avg_msec=0.301 (overall: 0.300)
                                                                      
GET: rps=171472.0 (overall: 171597.2) avg_msec=0.302 (overall: 0.301)
                                                                      
GET: rps=169376.0 (overall: 171170.0) avg_msec=0.305 (overall: 0.301)
                                                                      
GET: rps=170251.0 (overall: 171021.3) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171228.0 (overall: 171050.0) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171592.0 (overall: 171116.0) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171780.0 (overall: 171188.2) avg_msec=0.300 (overall: 0.301)
                                                                      
GET: rps=171179.3 (overall: 171187.3) avg_msec=0.300 (overall: 0.301)
                                                                      
GET: rps=172192.0 (overall: 171276.9) avg_msec=0.299 (overall: 0.301)
                                                                      
GET: rps=171968.0 (overall: 171333.5) avg_msec=0.299 (overall: 0.301)
                                                                      
GET: rps=171404.0 (overall: 171338.9) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=170840.6 (overall: 171303.7) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171500.0 (overall: 171316.6) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171628.0 (overall: 171335.8) avg_msec=0.300 (overall: 0.301)
                                                                      
GET: rps=170840.0 (overall: 171307.0) avg_msec=0.302 (overall: 0.301)
                                                                      
GET: rps=170980.0 (overall: 171289.0) avg_msec=0.302 (overall: 0.301)
                                                                      
GET: rps=170984.1 (overall: 171273.1) avg_msec=0.300 (overall: 0.301)
                                                                      
GET: rps=171092.0 (overall: 171264.2) avg_msec=0.302 (overall: 0.301)
                                                                      
GET: rps=171356.0 (overall: 171268.5) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=171596.0 (overall: 171283.2) avg_msec=0.301 (overall: 0.301)
                                                                      
GET: rps=170804.8 (overall: 171262.5) avg_msec=0.301 (overall: 0.301)
                                                                      
====== GET ======
  1000000 requests completed in 5.84 seconds
  100 parallel clients
  3 bytes payload
  keep alive: 1
  multi-thread: no

Latency by percentile distribution:
0.000% <= 0.143 milliseconds (cumulative count 1)
50.000% <= 0.303 milliseconds (cumulative count 612613)
75.000% <= 0.311 milliseconds (cumulative count 837403)
87.500% <= 0.319 milliseconds (cumulative count 949577)
96.875% <= 0.327 milliseconds (cumulative count 983014)
98.438% <= 0.335 milliseconds (cumulative count 991851)
99.219% <= 0.343 milliseconds (cumulative count 994959)
99.609% <= 0.351 milliseconds (cumulative count 996273)
99.805% <= 0.383 milliseconds (cumulative count 998079)
99.902% <= 0.423 milliseconds (cumulative count 999045)
99.951% <= 0.511 milliseconds (cumulative count 999514)
99.976% <= 0.639 milliseconds (cumulative count 999756)
99.988% <= 0.799 milliseconds (cumulative count 999880)
99.994% <= 0.935 milliseconds (cumulative count 999941)
99.997% <= 1.151 milliseconds (cumulative count 999971)
